top genre,artist type,year released,top year,bpm,artist
Dance Pop,Solo,2019.0,2019.0,190.0,Ariana Grande
Pop,Solo,2019.0,2019.0,125.0,Ashley O
Latin,Solo,2019.0,2019.0,176.0,Bad Bunny
Latin,Solo,2018.0,2019.0,97.0,Bad Bunny
Art Pop,Solo,2018.0,2019.0,115.0,Billie Eilish
Art Pop,Solo,2019.0,2019.0,135.0,Billie Eilish
Art Pop,Solo,2019.0,2019.0,83.0,Billie Eilish
Art Pop,Solo,2019.0,2019.0,120.0,Billie Eilish
K-Pop,Band/Group,2019.0,2019.0,132.0,BLACKPINK
Black Americana,Solo,2019.0,2019.0,98.0,Blanco Brown
Cali Rap,Solo,2018.0,2019.0,104.0,Blueface
K-Pop,Band/Group,2019.0,2019.0,120.0,BTS
Dance Pop,Solo,2019.0,2019.0,134.0,Cardi B
Dance Pop,Solo,2018.0,2019.0,130.0,Cardi B
North Carolina Hip Hop,Solo,2019.0,2019.0,75.0,DaBaby
UK Hip Hop,Solo,2019.0,2019.0,110.0,Dave
Dance Pop,Solo,2019.0,2019.0,170.0,Doja Cat
Alternative Pop Rock,Solo,2018.0,2019.0,152.0,Dominic Fike
Canadian Hip Hop,Solo,2019.0,2019.0,101.0,Drake
Dance Pop,Solo,2019.0,2019.0,124.0,Dua Lipa
Pop,Solo,2019.0,2019.0,138.0,Ed Sheeran
Pop,Solo,2019.0,2019.0,95.0,Ed Sheeran
Pop,Solo,2019.0,2019.0,152.0,Ed Sheeran
Melodic Rap,Solo,2019.0,2019.0,150.0,Flipp Dinero
Dark Clubbing,Solo,2019.0,2019.0,101.0,Gesaffelstein
Dance Pop,Solo,2018.0,2019.0,136.0,Halsey
Melodic Rap,Solo,2019.0,2019.0,81.0,iann dior
Melodic Rap,Solo,2019.0,2019.0,95.0,iann dior
Conscious Hip Hop,Solo,2019.0,2019.0,124.0,J. Cole
Dance Pop,Solo,2019.0,2019.0,122.0,Jax Jones
Dance Pop,Solo,2019.0,2019.0,125.0,Joel Corry
Boy Band,Band/Group,2019.0,2019.0,138.0,Jonas Brothers
Boy Band,Band/Group,2019.0,2019.0,94.0,Jonas Brothers
Chicago Rap,Solo,2019.0,2019.0,80.0,Juice WRLD
Black Americana,Solo,2019.0,2019.0,154.0,Kane Brown
Dance Pop,Solo,2019.0,2019.0,146.0,Kehlani
Pop,Solo,2018.0,2019.0,98.0,Khalid
Pop,Solo,2019.0,2019.0,136.0,Khalid
Florida Rap,Solo,2018.0,2019.0,98.0,Kodak Black
Art Pop,Solo,2018.0,2019.0,96.0,Lady Gaga
Art Pop,Solo,2019.0,2019.0,145.0,Lana Del Rey
Dance Pop,Solo,2020.0,2019.0,102.0,Lauv
Pop,Solo,2019.0,2019.0,110.0,Lewis Capaldi
Pop,Solo,2019.0,2019.0,104.0,Lewis Capaldi
LGBTQ+ Hip Hop,Solo,2019.0,2019.0,136.0,Lil Nas X
LGBTQ+ Hip Hop,Solo,2019.0,2019.0,136.0,Lil Nas X
LGBTQ+ Hip Hop,Solo,2019.0,2019.0,154.0,Lil Nas X
Melodic Rap,Solo,2019.0,2019.0,180.0,Lil Tecca
Dance Pop,Solo,2019.0,2019.0,158.0,Lizzo
Dance Pop,Solo,2019.0,2019.0,96.0,Lizzo
Latin,Solo,2019.0,2019.0,92.0,Lunay
Indie Pop,Solo,2019.0,2019.0,102.0,Maggie Rogers
Dance Pop,Solo,2018.0,2019.0,114.0,Mark Ronson
Brostep,Solo,2019.0,2019.0,100.0,Marshmello
Brostep,Solo,2019.0,2019.0,88.0,Marshmello
EDM,Band/Group,2019.0,2019.0,124.0,MEDUZA
Hip Hop,Solo,2018.0,2019.0,86.0,Meek Mill
Dance Pop,Solo,2019.0,2019.0,99.0,Megan Thee Stallion
Dance Pop,Solo,2019.0,2019.0,148.0,Miley Cyrus
Cali Rap,Solo,2019.0,2019.0,202.0,Mustard
Memphis Hip Hop,Solo,2019.0,2019.0,120.0,NLE Choppa
Dance Pop,Solo,2019.0,2019.0,171.0,Normani
Afro Dancehall,Band/Group,2020.0,2019.0,102.0,NSG
Atl Hip Hop,Solo,2019.0,2019.0,140.0,Offset
Modern Rock,Band/Group,2018.0,2019.0,82.0,Panic! At The Disco
Argentine Hip Hop,Solo,2019.0,2019.0,172.0,Paulo Londra
Chicago Rap,Solo,2019.0,2019.0,168.0,Polo G
DFW Rap,Solo,2019.0,2019.0,120.0,Post Malone
DFW Rap,Solo,2018.0,2019.0,145.0,Post Malone
DFW Rap,Solo,2019.0,2019.0,90.0,Post Malone
DFW Rap,Solo,2019.0,2019.0,100.0,Post Malone
DFW Rap,Solo,2019.0,2019.0,150.0,Post Malone
Classic Rock,Band/Group,1975.0,2019.0,144.0,Queen
Dance Pop,Solo,2019.0,2019.0,118.0,Regard
UK Drill,Solo,2019.0,2019.0,141.0,Russ Millions
Dance Pop,Solo,2019.0,2019.0,107.0,Sam Feldt
Cali Rap,Solo,2019.0,2019.0,105.0,Saweetie
Latin,Solo,2019.0,2019.0,176.0,Sech
Canadian Pop,Solo,2019.0,2019.0,117.0,Shawn Mendes
Canadian Pop,Solo,2019.0,2019.0,124.0,Shawn Mendes
Dance Pop,Solo,2019.0,2019.0,120.0,Sigrid
Grime,Solo,2019.0,2019.0,188.0,Stormzy
Pop,Solo,2019.0,2019.0,69.0,Taylor Swift
Pop,Solo,2019.0,2019.0,170.0,Taylor Swift
Pop,Solo,2019.0,2019.0,85.0,Taylor Swift
Hip Hop,Solo,2018.0,2019.0,155.0,Travis Scott
Hip Hop,Solo,2019.0,2019.0,80.0,"Tyler, The Creator"
Grime,Solo,2019.0,2019.0,103.0,Wiley
Afroswing,Duo,2019.0,2019.0,138.0,Young T & Bugsey
Atl Hip Hop,Solo,2019.0,2019.0,98.0,Young Thug
Nan,,,,,
Nan,,,,,
Nan,,,,,
